ISO;Country;Subject Descriptor;Units;Scale;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Estimates Start After
TKM;Turkmenistan;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.001;0.022;0.404;4.461;48.731;89.529;104.545;129.077;139.455;155.676;169.303;178.762;189.282;209.551;226.644;240.830;275.844;268.474;280.413;295.210;310.897;332.081;352.034;378.101;391.884;423.395;479.706;504.130;534.883;639.073;710.721;2022
TKM;Turkmenistan;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3,102.400;1,748.300;1,005.261;992.389;83.722;16.771;23.465;8.040;11.632;8.753;5.587;5.885;10.708;8.157;6.259;14.539;-2.672;4.447;5.277;5.314;6.814;6.009;7.405;3.646;8.041;13.300;5.092;6.100;19.479;11.211;2022
TKM;Turkmenistan;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.069;0.992;13.507;73.717;89.554;107.308;128.918;138.421;154.680;166.753;171.855;187.322;206.717;221.389;240.534;262.028;262.415;274.940;290.249;312.980;325.506;339.887;360.299;382.521;422.377;452.788;481.163;523.986;634.738;653.992;2022
TKM;Turkmenistan;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,327.949;1,261.544;445.756;21.483;19.826;20.138;7.372;11.746;7.805;3.059;9.000;10.354;7.098;8.648;8.936;0.148;4.773;5.568;7.832;4.002;4.418;6.005;6.168;10.419;7.200;6.267;8.900;21.136;3.034;2022
TKM;Turkmenistan;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TKM;Turkmenistan;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.975;4.015;4.119;4.212;4.293;4.361;4.421;4.475;4.528;4.578;4.627;4.675;4.724;4.775;4.830;4.887;4.946;5.008;5.087;5.174;5.268;5.366;5.466;5.565;5.642;5.710;5.770;5.939;6.061;6.152;6.240;2004
TKM;Turkmenistan;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;14.707;15.017;12.846;13.955;12.908;10.782;13.650;11.988;12.115;11.954;10.266;12.348;12.087;10.257;12.116;15.652;14.063;14.030;13.501;10.183;12.212;11.320;11.242;11.441;10.717;12.006;2022
TKM;Turkmenistan;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;14.819;14.383;11.477;14.260;12.481;10.680;11.452;11.175;11.639;8.846;7.954;6.429;7.933;8.954;9.697;10.341;12.894;13.335;14.067;12.249;14.534;11.500;11.583;11.575;10.282;9.556;2022
TKM;Turkmenistan;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TKM;Turkmenistan;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.000;0.000;0.000;0.000;0.044;-12.796;-19.322;-8.764;4.858;0.978;3.964;1.576;0.342;3.014;9.269;9.200;9.791;-11.469;-8.984;-0.752;-1.491;-8.111;-7.820;-17.281;-23.107;-11.096;4.947;2.773;2.589;6.529;7.092;2022
TUV;Tuvalu;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.042;0.042;0.046;0.044;0.043;0.041;0.042;0.045;0.048;0.045;0.044;0.047;0.046;0.048;0.048;0.053;0.056;0.057;0.058;0.066;0.063;0.065;0.065;2021
TUV;Tuvalu;Gross domestic product, constant prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.695;8.317;-4.351;-1.888;-3.746;1.301;6.905;6.579;-5.620;-2.468;7.520;-2.853;3.805;1.667;9.379;4.746;3.280;1.387;13.822;-4.275;1.804;0.677;2021
TUV;Tuvalu;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4,793.517;4,624.215;4,479.073;4,256.314;4,256.731;4,492.669;4,727.221;4,404.689;4,241.210;4,502.030;4,260.985;4,435.040;4,491.471;4,893.636;5,105.967;5,389.493;5,443.030;6,171.297;5,884.535;5,967.423;5,984.503;2017
TUV;Tuvalu;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3,646.788;3,517.987;3,407.567;3,238.097;3,238.415;3,417.911;3,596.352;3,350.978;3,226.607;3,425.032;3,241.651;3,374.068;3,416.999;3,722.956;3,884.492;4,100.191;4,140.922;4,694.969;4,476.807;4,539.866;4,552.860;2017
TUV;Tuvalu;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;100.000;101.531;106.659;109.767;112.368;115.988;120.847;123.609;136.518;136.131;133.609;134.277;136.177;138.927;140.490;144.901;149.961;156.089;159.460;165.029;168.090;178.532;199.022;2022
TUV;Tuvalu;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.531;5.051;2.914;2.369;3.221;4.190;2.285;10.443;-0.283;-1.853;0.500;1.415;2.020;1.124;3.140;3.492;4.087;2.160;3.492;1.855;6.212;11.477;2022
TUV;Tuvalu;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;100.000;104.635;104.661;110.717;113.098;117.530;124.722;125.320;140.782;135.116;132.750;135.046;136.869;141.145;141.747;147.418;151.207;157.777;161.449;167.427;167.563;183.942;208.889;2022
TUV;Tuvalu;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.635;0.024;5.787;2.151;3.918;6.120;0.479;12.339;-4.025;-1.751;1.729;1.350;3.124;0.426;4.001;2.570;4.345;2.327;3.703;0.081;9.775;13.563;2022
TUV;Tuvalu;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUV;Tuvalu;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.010;0.009;0.010;0.010;0.010;0.010;0.010;0.010;0.010;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;2017
TUV;Tuvalu;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;70.535;69.361;61.725;69.998;68.636;86.501;70.603;68.432;86.457;106.282;100.083;131.699;147.111;108.571;156.394;111.824;138.630;109.535;127.933;2022
TUV;Tuvalu;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;74.131;82.144;98.553;88.596;85.868;100.012;93.962;77.238;76.873;80.229;96.821;116.979;119.636;106.476;126.009;112.890;124.749;123.382;119.183;2022
TUV;Tuvalu;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUV;Tuvalu;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;53.638;23.317;-61.200;-18.346;-7.988;28.012;-16.176;-25.899;-69.561;-60.795;-84.779;-32.119;2.836;-0.482;-33.661;29.885;2.073;60.922;-22.174;16.350;24.142;4.593;2021
UGA;Uganda;Gross domestic product, constant prices;National currency;Billions;14,684.667;15,251.403;16,502.709;17,311.212;16,791.876;16,288.119;16,442.251;17,099.941;18,518.274;19,704.054;20,984.309;21,357.496;22,606.961;24,118.427;25,973.994;28,356.865;30,226.899;31,623.439;33,544.254;36,212.061;37,639.307;40,938.569;43,827.579;46,526.860;49,226.973;54,153.319;57,970.782;62,645.464;69,178.131;74,760.000;80,355.000;86,524.000;88,543.000;92,030.000;97,317.000;105,106.000;105,282.000;112,438.000;118,695.000;127,761.000;126,237.000;133,454.000;142,040.000;2022
UGA;Uganda;Gross domestic product, constant prices;Percent change;;-3.392;3.859;8.205;4.899;-3.000;-3.000;0.946;4.000;8.294;6.403;6.497;1.778;5.850;6.686;7.694;9.174;6.595;4.620;6.074;7.953;3.941;8.765;7.057;6.159;5.803;10.007;7.049;8.064;10.428;8.069;7.484;7.677;2.333;3.938;5.745;8.004;0.167;6.797;5.565;7.638;-1.193;5.717;6.434;2022
UGA;Uganda;Gross domestic product per capita, constant prices;National currency;Units;1,303,695.844;1,313,933.041;1,379,630.024;1,403,463.931;1,318,636.131;1,236,887.821;1,205,332.272;1,208,747.911;1,261,541.443;1,293,989.314;1,329,645.234;1,306,857.852;1,339,857.343;1,382,393.276;1,441,313.010;1,524,950.895;1,573,200.471;1,594,565.957;1,640,275.818;1,715,161.752;1,725,021.083;1,817,365.219;1,882,853.798;1,929,260.338;1,972,579.062;2,099,384.410;2,172,961.127;2,269,286.607;2,420,718.426;2,530,013.918;2,632,780.141;2,743,583.057;2,720,390.847;2,746,381.255;2,822,649.752;2,961,391.408;2,879,649.460;2,984,514.437;3,057,329.270;3,208,213.323;3,062,354.751;3,143,024.396;3,247,802.379;2021
UGA;Uganda;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;1,040.796;1,048.969;1,101.418;1,120.446;1,052.724;987.461;962.269;964.995;1,007.143;1,033.047;1,061.513;1,043.321;1,069.666;1,103.624;1,150.662;1,217.434;1,255.954;1,273.010;1,309.503;1,369.287;1,377.158;1,450.881;1,503.163;1,540.211;1,574.795;1,676.029;1,734.768;1,811.669;1,932.563;2,019.819;2,101.861;2,190.320;2,171.805;2,192.554;2,253.443;2,364.206;2,298.948;2,382.666;2,440.797;2,561.254;2,444.809;2,509.211;2,592.860;2021
UGA;Uganda;Inflation, average consumer prices;Index;;0.006;0.012;0.024;0.059;0.069;0.138;0.337;1.063;2.835;6.543;9.514;11.495;16.351;21.251;22.495;24.021;25.827;27.823;29.446;31.142;32.195;32.814;32.715;35.565;36.869;40.040;42.931;45.545;51.031;57.673;59.970;71.160;81.130;85.565;89.236;92.531;97.314;102.741;105.360;107.612;110.580;113.020;121.149;2022
UGA;Uganda;Inflation, average consumer prices;Percent change;;99.203;100.000;100.000;150.000;16.711;100.000;143.800;215.400;166.700;130.800;45.400;20.819;42.248;29.969;5.850;6.787;7.516;7.729;5.834;5.759;3.382;1.922;-0.300;8.710;3.666;8.602;7.219;6.090;12.044;13.017;3.983;18.659;14.011;5.467;4.290;3.692;5.169;5.576;2.549;2.137;2.758;2.207;7.192;2022
UGA;Uganda;Inflation, end of period consumer prices;Index;;n/a;0.012;0.024;0.059;0.071;0.178;0.440;1.499;4.473;7.924;10.053;13.303;22.124;21.602;23.256;25.922;27.331;30.182;29.910;32.439;33.807;32.312;34.160;36.178;39.074;40.509;44.918;47.246;53.971;59.874;61.720;78.390;82.500;88.060;89.640;95.420;100.810;103.840;106.250;108.770;111.442;114.652;126.383;2022
UGA;Uganda;Inflation, end of period consumer prices;Percent change;;n/a;n/a;100.000;150.000;20.000;150.000;146.667;240.541;198.413;77.128;26.877;32.325;66.310;-2.358;7.657;11.463;5.433;10.433;-0.900;8.454;4.218;-4.424;5.722;5.907;8.004;3.673;10.884;5.183;14.234;10.938;3.083;27.009;5.243;6.739;1.794;6.448;5.649;3.006;2.321;2.372;2.457;2.880;10.231;2022
UGA;Uganda;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UGA;Uganda;Population;Persons;Millions;11.264;11.607;11.962;12.335;12.734;13.169;13.641;14.147;14.679;15.227;15.782;16.343;16.873;17.447;18.021;18.595;19.214;19.832;20.450;21.113;21.820;22.526;23.277;24.116;24.956;25.795;26.678;27.606;28.578;29.549;30.521;31.537;32.548;33.510;34.477;35.492;36.561;37.674;38.823;39.823;41.222;42.460;43.734;2021
UGA;Uganda;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;13.033;13.246;13.475;14.605;15.212;14.693;15.490;15.935;14.301;13.058;12.417;10.951;10.147;10.779;11.132;10.732;10.112;10.825;12.549;12.387;12.736;13.157;13.454;13.942;14.060;14.004;2022
UGA;Uganda;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;13.862;13.951;14.712;15.229;16.206;16.761;16.459;15.593;14.471;13.695;13.232;12.946;11.756;15.424;13.174;13.118;13.303;13.565;15.057;14.995;16.288;16.179;18.271;21.424;21.548;19.849;2022
UGA;Uganda;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UGA;Uganda;Current account balance;Percent of GDP;;-1.104;0.210;-0.831;-0.751;1.399;0.068;-0.641;-1.030;-1.732;-2.841;-3.533;-4.356;-2.732;-3.969;-2.792;-3.767;-2.742;-3.755;-4.419;-3.748;-4.626;-3.718;-1.804;-0.441;-0.016;0.395;-2.260;-3.214;-5.459;-4.348;-6.522;-7.590;-5.351;-5.417;-6.232;-5.537;-2.600;-4.755;-6.105;-6.618;-9.365;-8.339;-8.229;2022
UKR;Ukraine;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3,270.526;2,806.112;2,163.512;1,899.564;1,709.607;1,658.319;1,626.811;1,623.557;1,719.347;1,870.650;1,969.794;2,156.925;2,411.442;2,486.197;2,675.147;2,894.510;2,958.189;2,511.502;2,614.474;2,757.237;2,763.422;2,763.468;2,581.777;2,329.078;2,385.367;2,441.661;2,526.835;2,607.681;2,509.820;2,595.990;1,841.361;2022
UKR;Ukraine;Gross domestic product, constant prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-14.200;-22.900;-12.200;-10.000;-3.000;-1.900;-0.200;5.900;8.800;5.300;9.500;11.800;3.100;7.600;8.200;2.200;-15.100;4.100;5.460;0.224;0.002;-6.575;-9.788;2.417;2.360;3.488;3.199;-3.753;3.433;-29.069;2022
UKR;Ukraine;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;63,051.884;54,260.659;42,173.397;37,338.521;33,920.779;33,183.969;32,835.151;33,056.243;35,331.280;38,777.258;41,189.180;45,464.360;51,197.797;53,181.585;57,572.521;62,662.166;64,359.660;54,857.135;57,337.216;60,660.874;60,904.956;61,076.649;60,378.753;54,684.880;56,238.892;57,836.241;60,186.239;62,485.168;60,596.301;63,320.384;52,851.965;2020
UKR;Ukraine;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;14,495.738;13,019.819;11,204.486;8,708.542;7,710.171;7,004.428;6,852.282;6,780.253;6,825.907;7,295.688;8,007.261;8,505.308;9,388.106;10,572.024;10,981.664;11,888.365;12,939.345;13,289.867;11,327.655;11,839.776;12,526.090;12,576.492;12,611.945;12,467.834;11,292.085;11,612.979;11,942.821;12,428.081;12,902.796;12,512.756;13,075.263;10,913.600;2020
UKR;Ukraine;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,309.958;63,334.923;627,768.338;2,992,861.513;5,394,047.462;6,250,944.870;6,912,117.432;8,480,039.412;10,871,673.130;12,171,795.749;12,263,987.489;12,902,927.666;14,068,871.020;15,971,002.719;17,420,464.785;19,657,766.633;24,611,788.741;28,524,973.495;31,196,306.171;33,678,925.086;33,869,340.554;33,780,943.689;37,868,272.905;56,303,884.053;64,137,482.214;73,401,082.835;81,436,069.322;87,857,948.112;90,264,859.779;98,714,214.842;118,637,447.352;2022
UKR;Ukraine;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4,734.881;891.188;376.746;80.230;15.886;10.577;22.684;28.203;11.959;0.757;5.210;9.036;13.520;9.076;12.843;25.201;15.900;9.365;7.958;0.565;-0.261;12.100;48.684;13.913;14.443;10.947;7.886;2.740;9.361;20.183;2022
UKR;Ukraine;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2,925.590;300,018.308;1,503,447.326;4,234,469.610;5,916,546.985;6,515,141.083;7,817,698.859;9,319,855.594;11,725,868.833;12,443,714.556;12,372,958.838;13,392,822.863;15,041,301.192;16,597,564.800;18,526,993.006;21,600,530.766;26,419,749.866;29,671,978.508;32,370,877.332;33,847,065.637;33,778,526.729;33,946,126.388;42,388,383.407;60,748,059.081;68,257,399.300;77,587,328.493;85,173,122.123;88,625,805.750;93,050,297.988;102,369,595.792;129,603,229.209;2022
UKR;Ukraine;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10,154.969;401.119;181.651;39.723;10.117;19.993;19.215;25.816;6.122;-0.569;8.243;12.309;10.347;11.625;16.590;22.311;12.310;9.096;4.560;-0.202;0.496;24.870;43.313;12.361;13.669;9.777;4.054;4.992;10.015;26.603;2022
UKR;Ukraine;Unemployment rate;Percent of total labor force;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;14.800;10.000;9.800;11.300;11.900;11.483;10.789;9.629;9.057;8.588;7.185;6.810;6.351;6.363;8.843;8.097;7.856;7.529;7.172;9.275;9.143;9.450;9.650;9.000;8.500;9.150;9.835;24.528;2021
UKR;Ukraine;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;51.870;51.715;51.300;50.874;50.400;49.974;49.545;49.115;48.664;48.241;47.823;47.442;47.101;46.749;46.466;46.192;45.963;45.783;45.598;45.453;45.373;45.246;42.760;42.591;42.415;42.217;41.984;41.733;41.419;40.998;34.840;2020
UKR;Ukraine;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;36.569;33.801;35.444;34.398;30.803;32.279;33.645;36.041;37.988;37.203;41.917;43.222;41.691;43.974;42.352;43.378;42.939;44.665;43.325;40.314;41.884;38.326;39.291;39.795;39.409;39.682;36.521;50.254;2022
UKR;Ukraine;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;41.290;36.895;40.818;37.086;25.849;35.465;36.676;37.882;38.881;41.618;44.194;44.587;43.658;47.113;48.623;49.150;45.700;48.972;48.110;44.774;43.043;40.785;41.646;41.918;41.490;45.600;40.488;66.000;2022
UKR;Ukraine;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UKR;Ukraine;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.794;-2.438;-3.060;-3.010;-2.569;-2.574;-2.992;5.076;4.581;3.703;7.494;5.771;10.671;2.943;-1.500;-3.680;-7.039;-1.479;-2.219;-6.283;-8.144;-9.011;-3.833;1.721;-1.493;-2.181;-3.272;-2.733;3.303;-1.626;4.988;2022
ARE;United Arab Emirates;Gross domestic product, constant prices;National currency;Billions;390.007;421.302;391.017;370.490;386.979;377.220;304.535;320.688;312.275;361.404;446.559;456.276;470.621;471.855;507.002;540.609;569.798;618.614;624.043;647.944;727.782;737.964;755.922;822.447;901.126;944.877;1,037.827;1,070.876;1,105.057;1,047.119;1,102.444;1,170.974;1,192.338;1,252.617;1,304.797;1,393.351;1,470.842;1,481.654;1,501.121;1,517.759;1,442.523;1,505.341;1,623.517;2022
ARE;United Arab Emirates;Gross domestic product, constant prices;Percent change;;-1.780;8.024;-7.188;-5.250;4.451;-2.522;-19.269;5.304;-2.623;15.733;23.562;2.176;3.144;0.262;7.449;6.629;5.399;8.567;0.878;3.830;12.322;1.399;2.433;8.801;9.566;4.855;9.837;3.184;3.192;-5.243;5.284;6.216;1.824;5.056;4.166;6.787;5.561;0.735;1.314;1.108;-4.957;4.355;7.850;2022
ARE;United Arab Emirates;Gross domestic product per capita, constant prices;National currency;Units;386,145.808;383,001.854;334,202.369;306,190.126;295,403.622;273,347.921;211,482.932;213,791.733;174,455.322;194,303.486;242,168.896;236,718.896;234,023.330;226,526.632;227,354.971;224,225.868;233,237.046;239,772.970;220,198.819;213,631.454;242,998.998;233,016.735;225,715.736;231,609.969;239,597.447;230,097.114;207,052.572;172,194.077;136,872.454;127,697.501;133,402.065;139,500.995;139,840.320;144,621.534;148,291.917;155,873.705;161,255.901;159,244.399;160,259.268;159,701.267;155,403.931;157,497.918;164,572.382;2021
ARE;United Arab Emirates;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;168,229.701;166,859.995;145,599.832;133,395.915;128,696.627;119,087.759;92,135.431;93,141.292;76,003.846;84,650.971;105,504.191;103,129.824;101,955.464;98,689.425;99,050.302;97,687.065;101,612.908;104,460.373;95,932.627;93,071.464;105,865.836;101,516.927;98,336.147;100,904.050;104,383.904;100,244.954;90,205.284;75,018.704;59,630.356;55,633.163;58,118.434;60,775.516;60,923.347;63,006.349;64,605.401;67,908.511;70,253.338;69,377.000;69,819.141;69,576.041;67,703.847;68,616.121;71,698.208;2021
ARE;United Arab Emirates;Inflation, average consumer prices;Index;;66.700;72.000;77.100;78.100;80.000;82.800;87.300;92.100;96.700;99.400;100.000;103.400;110.000;115.800;122.400;127.700;131.500;135.400;138.100;141.000;142.900;146.901;151.188;155.904;163.763;173.909;190.057;211.206;237.097;225.895;227.880;229.875;231.398;233.953;239.441;249.181;253.214;258.192;266.120;260.972;255.554;255.265;267.588;2022
ARE;United Arab Emirates;Inflation, average consumer prices;Percent change;;10.066;7.946;7.083;1.297;2.433;3.500;5.435;5.498;4.995;2.792;0.604;3.400;6.383;5.273;5.699;4.330;2.976;2.966;1.994;2.100;1.348;2.800;2.918;3.119;5.041;6.195;9.285;11.128;12.258;-4.725;0.879;0.876;0.663;1.104;2.346;4.068;1.619;1.966;3.071;-1.934;-2.076;-0.113;4.827;2022
ARE;United Arab Emirates;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;102.500;108.780;115.270;120.460;125.460;129.920;132.930;135.340;137.640;142.000;145.600;149.600;153.830;157.028;164.944;174.887;195.921;217.969;237.158;237.632;241.725;242.101;243.557;247.071;254.751;263.912;268.184;273.455;281.852;276.400;270.662;270.355;283.407;2022
ARE;United Arab Emirates;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;6.127;5.966;4.502;4.151;3.555;2.317;1.813;1.699;3.168;2.535;2.747;2.828;2.079;5.041;6.028;12.027;11.253;8.804;0.200;1.722;0.156;0.601;1.443;3.108;3.596;1.619;1.966;3.071;-1.934;-2.076;-0.113;4.827;2022
ARE;United Arab Emirates;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARE;United Arab Emirates;Population;Persons;Millions;1.010;1.100;1.170;1.210;1.310;1.380;1.440;1.500;1.790;1.860;1.844;1.928;2.011;2.083;2.230;2.411;2.443;2.580;2.834;3.033;2.995;3.167;3.349;3.551;3.761;4.106;5.012;6.219;8.074;8.200;8.264;8.394;8.526;8.661;8.799;8.939;9.121;9.304;9.367;9.504;9.282;9.558;9.865;2021
ARE;United Arab Emirates;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;16.707;39.854;32.902;28.606;28.344;29.727;28.521;29.273;26.839;25.586;32.449;26.434;20.095;22.402;24.109;31.731;35.777;34.783;39.589;28.870;31.646;35.459;37.153;37.744;34.039;20.683;29.723;27.972;30.461;31.039;28.662;30.423;32.824;2022
ARE;United Arab Emirates;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;35.964;29.564;31.491;30.128;26.144;27.604;22.562;25.843;24.280;21.788;25.228;21.333;20.050;17.709;15.744;15.627;17.657;21.951;34.997;31.114;30.293;28.382;29.561;32.250;27.239;32.775;28.136;26.692;28.449;31.131;26.390;22.936;2022
ARE;United Arab Emirates;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARE;United Arab Emirates;Current account balance;Percent of GDP;;24.180;23.166;16.202;13.284;19.019;17.949;7.791;11.094;7.416;10.003;15.671;2.755;4.377;5.842;0.050;0.170;5.973;11.260;3.943;6.448;16.307;9.072;3.316;5.783;6.430;13.165;17.315;7.631;7.059;3.095;4.063;12.060;19.006;18.293;13.159;4.740;3.575;7.042;9.658;8.929;6.038;11.549;11.744;2021
URY;Uruguay;Gross domestic product, constant prices;National currency;Billions;791.444;806.474;730.735;687.966;677.939;679.963;730.963;774.164;778.007;786.595;788.934;816.853;881.642;905.072;970.974;956.918;1,010.294;1,065.817;1,113.980;1,092.378;1,071.296;1,030.114;950.465;958.119;1,006.065;1,081.119;1,125.429;1,199.049;1,285.095;1,339.628;1,444.164;1,518.714;1,572.449;1,645.372;1,698.662;1,704.960;1,733.771;1,763.943;1,766.698;1,779.848;1,668.376;1,756.410;1,842.859;2022
